Tiempo de autenticación,Tiempo de actualización,Perdida,Uso de CPU,Numero thread
190440,189300,false,-1.0,dlg 622: ,
198993,193861,false,-1.0,dlg 623: ,
193291,192151,false,-1.0,dlg 624: ,
196713,199563,false,-1.0,dlg 625: ,
202414,208116,false,-1.0,dlg 626: ,
198423,192151,false,-1.0,dlg 627: ,
195572,187019,false,-1.0,dlg 628: ,
514873,825051,false,-1.0,dlg 629: ,
432767,1175142,false,-1.0,dlg 630: ,
188730,240617,false,-1.0,dlg 631: ,
189870,287941,false,-1.0,dlg 632: ,
189870,209827,false,-1.0,dlg 633: ,
203555,198423,false,-1.0,dlg 634: ,
190440,189300,false,-1.0,dlg 635: ,
213247,192721,false,-1.0,dlg 636: ,
433337,189871,false,-1.0,dlg 637: ,
208116,204695,false,-1.0,dlg 638: ,
189300,188159,false,-1.0,dlg 639: ,
197282,192721,false,-1.0,dlg 640: ,
192721,191010,false,-1.0,dlg 641: ,
186449,175616,false,-1.0,dlg 642: ,
350661,302196,false,-1.0,dlg 643: ,
194432,140835,false,-1.0,dlg 644: ,
200134,194432,false,-1.0,dlg 645: ,
189870,191581,false,-1.0,dlg 646: ,
187590,197283,false,-1.0,dlg 647: ,
205835,195572,false,-1.0,dlg 648: ,
361495,277108,false,-1.0,dlg 649: ,
184169,216099,false,-1.0,dlg 650: ,
195002,184168,false,-1.0,dlg 651: ,
350661,266275,false,-1.0,dlg 652: ,
198423,193861,false,-1.0,dlg 653: ,
448733,1203081,false,-1.0,dlg 654: ,
190440,186449,false,-1.0,dlg 655: ,
193861,196143,false,-1.0,dlg 656: ,
204695,600971,false,-1.0,dlg 657: ,
208687,122019,false,-1.0,dlg 658: ,
440179,485224,false,-1.0,dlg 659: ,
192722,187019,false,-1.0,dlg 660: ,
234344,107194,false,-1.0,dlg 661: ,
187589,187020,false,-1.0,dlg 662: ,
2005325,906588,false,-1.0,dlg 663: ,
567900,297064,false,-1.0,dlg 664: ,
199563,192151,false,-1.0,dlg 665: ,
195002,192721,false,-1.0,dlg 666: ,
193861,186449,false,-1.0,dlg 667: ,
536540,937947,false,-1.0,dlg 668: ,
198423,233204,false,-1.0,dlg 669: ,
1444268,198993,false,-1.0,dlg 670: ,
351801,258292,false,-1.0,dlg 671: ,
196142,193291,false,-1.0,dlg 672: ,
561628,292503,false,-1.0,dlg 673: ,
197282,188730,false,-1.0,dlg 674: ,
195002,190441,false,-1.0,dlg 675: ,
194432,198423,false,-1.0,dlg 676: ,
1812605,268556,false,-1.0,dlg 677: ,
354082,106624,false,-1.0,dlg 678: ,
184739,188730,false,-1.0,dlg 679: ,
189870,188160,false,-1.0,dlg 680: ,
262283,271976,false,-1.0,dlg 681: ,
191010,192151,false,-1.0,dlg 682: ,
195572,200703,false,-1.0,dlg 683: ,
274257,268555,false,-1.0,dlg 684: ,
215529,189870,false,-1.0,dlg 685: ,
261143,234344,false,-1.0,dlg 686: ,
183598,193862,false,-1.0,dlg 687: ,
199563,195002,false,-1.0,dlg 688: ,
190441,195572,false,-1.0,dlg 689: ,
193861,195002,false,-1.0,dlg 690: ,
197283,136844,false,-1.0,dlg 691: ,
185879,189300,false,-1.0,dlg 692: ,
197282,197282,false,-1.0,dlg 693: ,
363205,301056,false,-1.0,dlg 694: ,
188160,196142,false,-1.0,dlg 695: ,
360354,222371,false,-1.0,dlg 696: ,
187020,191580,false,-1.0,dlg 697: ,
193862,191580,false,-1.0,dlg 698: ,
191010,193861,false,-1.0,dlg 699: ,
252590,201844,false,-1.0,dlg 700: ,
394565,280529,false,-1.0,dlg 701: ,
191011,344389,false,-1.0,dlg 702: ,
188729,199563,false,-1.0,dlg 703: ,
209257,198993,false,-1.0,dlg 704: ,
256581,740664,false,-1.0,dlg 705: ,
430486,2058352,false,-1.0,dlg 706: ,
481803,380881,false,-1.0,dlg 707: ,
405968,212677,false,-1.0,dlg 708: ,
420223,1209924,false,-1.0,dlg 709: ,
189870,186449,false,-1.0,dlg 710: ,
246888,267415,false,-1.0,dlg 711: ,
192721,202984,false,-1.0,dlg 712: ,
295354,276538,false,-1.0,dlg 713: ,
341538,188160,false,-1.0,dlg 714: ,
175046,198423,false,-1.0,dlg 715: ,
200704,193861,false,-1.0,dlg 716: ,
160221,190441,false,-1.0,dlg 717: ,
228072,196142,false,-1.0,dlg 718: ,
335837,536540,false,-1.0,dlg 719: ,
272546,195002,false,-1.0,dlg 720: ,
305617,104344,false,-1.0,dlg 721: ,
173905,119168,false,-1.0,dlg 722: ,
237196,112326,false,-1.0,dlg 723: ,
516013,1010360,false,-1.0,dlg 724: ,
502900,865534,false,-1.0,dlg 725: ,
411100,3507752,false,-1.0,dlg 726: ,
209257,107764,false,-1.0,dlg 727: ,
449302,104343,false,-1.0,dlg 728: ,
181317,192151,false,-1.0,dlg 729: ,
180747,187589,false,-1.0,dlg 730: ,
465837,1066808,false,-1.0,dlg 731: ,
187590,195572,false,-1.0,dlg 732: ,
186449,184739,false,-1.0,dlg 733: ,
187590,189870,false,-1.0,dlg 734: ,
192151,196142,false,-1.0,dlg 735: ,
189300,212678,false,-1.0,dlg 736: ,
187019,104343,false,-1.0,dlg 737: ,
535970,127721,false,-1.0,dlg 738: ,
187590,173905,false,-1.0,dlg 739: ,
339257,294213,false,-1.0,dlg 740: ,
481232,828472,false,-1.0,dlg 741: ,
601540,189870,false,-1.0,dlg 742: ,
740094,196713,false,-1.0,dlg 743: ,
177326,183028,false,-1.0,dlg 744: ,
178467,188730,false,-1.0,dlg 745: ,
182458,219519,false,-1.0,dlg 746: ,
181888,187019,false,-1.0,dlg 747: ,
181317,200133,false,-1.0,dlg 748: ,
193292,201274,false,-1.0,dlg 749: ,
411100,192151,false,-1.0,dlg 750: ,
184739,183028,false,-1.0,dlg 751: ,
341539,176756,false,-1.0,dlg 752: ,
286801,220089,false,-1.0,dlg 753: ,
339828,253160,false,-1.0,dlg 754: ,
416232,184168,false,-1.0,dlg 755: ,
359214,304476,false,-1.0,dlg 756: ,
183028,174476,false,-1.0,dlg 757: ,
366626,289652,false,-1.0,dlg 758: ,
529128,411100,false,-1.0,dlg 759: ,
224651,246888,false,-1.0,dlg 760: ,
191580,193861,false,-1.0,dlg 761: ,
251450,213247,false,-1.0,dlg 762: ,
213818,188160,false,-1.0,dlg 763: ,
222370,301056,false,-1.0,dlg 764: ,
185879,194432,false,-1.0,dlg 765: ,
549084,953912,false,-1.0,dlg 766: ,
298205,249169,false,-1.0,dlg 767: ,
414522,183599,false,-1.0,dlg 768: ,
190440,187019,false,-1.0,dlg 769: ,
182458,188730,false,-1.0,dlg 770: ,
198423,187589,false,-1.0,dlg 771: ,
183598,244038,false,-1.0,dlg 772: ,
260002,184739,false,-1.0,dlg 773: ,
226932,180747,false,-1.0,dlg 774: ,
433338,184739,false,-1.0,dlg 775: ,
182457,111755,false,-1.0,dlg 776: ,
253731,185879,false,-1.0,dlg 777: ,
179037,183598,false,-1.0,dlg 778: ,
350661,270836,false,-1.0,dlg 779: ,
484084,600400,false,-1.0,dlg 780: ,
192721,194432,false,-1.0,dlg 781: ,
184738,182458,false,-1.0,dlg 782: ,
179037,138554,false,-1.0,dlg 783: ,
371758,137983,false,-1.0,dlg 784: ,
177896,183598,false,-1.0,dlg 785: ,
459565,114036,false,-1.0,dlg 786: ,
607243,261713,false,-1.0,dlg 787: ,
761762,852990,false,-1.0,dlg 788: ,
439609,1053694,false,-1.0,dlg 789: ,
214958,188160,false,-1.0,dlg 790: ,
184168,188730,false,-1.0,dlg 791: ,
188729,192151,false,-1.0,dlg 792: ,
181888,165352,false,-1.0,dlg 793: ,
171624,185308,false,-1.0,dlg 794: ,
179607,191581,false,-1.0,dlg 795: ,
192151,195002,false,-1.0,dlg 796: ,
191011,191580,false,-1.0,dlg 797: ,
196712,176756,false,-1.0,dlg 798: ,
181887,188730,false,-1.0,dlg 799: ,
187590,165922,false,-1.0,dlg 800: ,
240046,191580,false,-1.0,dlg 801: ,
181317,184739,false,-1.0,dlg 802: ,
190440,195002,false,-1.0,dlg 803: ,
201844,107764,false,-1.0,dlg 804: ,
405398,182457,false,-1.0,dlg 805: ,
351231,194432,false,-1.0,dlg 806: ,
466408,741805,false,-1.0,dlg 807: ,
492636,822201,false,-1.0,dlg 808: ,
432767,774875,false,-1.0,dlg 809: ,
185309,202414,false,-1.0,dlg 810: ,
191011,191580,false,-1.0,dlg 811: ,
185309,175616,false,-1.0,dlg 812: ,
185879,188730,false,-1.0,dlg 813: ,
187020,191011,false,-1.0,dlg 814: ,
267415,257151,false,-1.0,dlg 815: ,
218379,195572,false,-1.0,dlg 816: ,
183598,180177,false,-1.0,dlg 817: ,
181318,183028,false,-1.0,dlg 818: ,
446451,801674,false,-1.0,dlg 819: ,
468688,807376,false,-1.0,dlg 820: ,
188159,291932,false,-1.0,dlg 821: ,
188730,548514,false,-1.0,dlg 822: ,
214388,1253828,false,-1.0,dlg 823: ,
156800,188160,false,-1.0,dlg 824: ,
213818,113466,false,-1.0,dlg 825: ,
738954,3027089,false,-1.0,dlg 826: ,
234914,192151,false,-1.0,dlg 827: ,
175615,191011,false,-1.0,dlg 828: ,
179606,182458,false,-1.0,dlg 829: ,
234915,189300,false,-1.0,dlg 830: ,
187020,191010,false,-1.0,dlg 831: ,
331845,256011,false,-1.0,dlg 832: ,
30847345,112326,false,-1.0,dlg 833: ,
181887,177897,false,-1.0,dlg 834: ,
436189,175046,false,-1.0,dlg 835: ,
220660,180747,false,-1.0,dlg 836: ,
195572,176756,false,-1.0,dlg 837: ,
168204,167633,false,-1.0,dlg 838: ,
288511,281669,false,-1.0,dlg 839: ,
167633,209826,false,-1.0,dlg 840: ,
343249,251450,false,-1.0,dlg 841: ,
619217,821631,false,-1.0,dlg 842: ,
401977,779437,false,-1.0,dlg 843: ,
428776,393995,false,-1.0,dlg 844: ,
183028,181317,false,-1.0,dlg 845: ,
174475,178467,false,-1.0,dlg 846: ,
174475,111756,false,-1.0,dlg 847: ,
246318,261143,false,-1.0,dlg 848: ,
174476,186449,false,-1.0,dlg 849: ,
178467,183028,false,-1.0,dlg 850: ,
326714,264563,false,-1.0,dlg 851: ,
171054,175616,false,-1.0,dlg 852: ,
230353,265134,false,-1.0,dlg 853: ,
366626,249739,false,-1.0,dlg 854: ,
167633,169914,false,-1.0,dlg 855: ,
170484,221801,false,-1.0,dlg 856: ,
252590,251450,false,-1.0,dlg 857: ,
171624,173905,false,-1.0,dlg 858: ,
167063,179036,false,-1.0,dlg 859: ,
298204,175616,false,-1.0,dlg 860: ,
239476,282239,false,-1.0,dlg 861: ,
324433,172765,false,-1.0,dlg 862: ,
474390,866105,false,-1.0,dlg 863: ,
721278,953342,false,-1.0,dlg 864: ,
554786,257152,false,-1.0,dlg 865: ,
280529,252019,false,-1.0,dlg 866: ,
180748,177896,false,-1.0,dlg 867: ,
419082,263993,false,-1.0,dlg 868: ,
492636,817639,false,-1.0,dlg 869: ,
408250,364915,false,-1.0,dlg 870: ,
233774,249739,false,-1.0,dlg 871: ,
309038,103202,false,-1.0,dlg 872: ,
167063,177326,false,-1.0,dlg 873: ,
171624,176186,false,-1.0,dlg 874: ,
380881,263994,false,-1.0,dlg 875: ,
520005,661409,false,-1.0,dlg 876: ,
424214,184738,false,-1.0,dlg 877: ,
196142,179036,false,-1.0,dlg 878: ,
250880,197853,false,-1.0,dlg 879: ,
183028,183028,false,-1.0,dlg 880: ,
451583,764043,false,-1.0,dlg 881: ,
445311,904307,false,-1.0,dlg 882: ,
279959,313600,false,-1.0,dlg 883: ,
988123,3768325,false,-1.0,dlg 884: ,
177896,103773,false,-1.0,dlg 885: ,
168774,176756,false,-1.0,dlg 886: ,
160791,176186,false,-1.0,dlg 887: ,
176756,103773,false,-1.0,dlg 888: ,
175615,176185,false,-1.0,dlg 889: ,
176186,187590,false,-1.0,dlg 890: ,
164212,172195,false,-1.0,dlg 891: ,
187019,174476,false,-1.0,dlg 892: ,
196712,180177,false,-1.0,dlg 893: ,
171624,175616,false,-1.0,dlg 894: ,
169343,168203,false,-1.0,dlg 895: ,
191011,176756,false,-1.0,dlg 896: ,
172195,175045,false,-1.0,dlg 897: ,
466978,855271,false,-1.0,dlg 898: ,
190440,314740,false,-1.0,dlg 899: ,
167633,184738,false,-1.0,dlg 900: ,
172195,114036,false,-1.0,dlg 901: ,
174476,182458,false,-1.0,dlg 902: ,
325573,253160,false,-1.0,dlg 903: ,
242897,272546,false,-1.0,dlg 904: ,
181888,181317,false,-1.0,dlg 905: ,
177326,181317,false,-1.0,dlg 906: ,
408820,180747,false,-1.0,dlg 907: ,
170484,19406099,false,-1.0,dlg 908: ,
168773,168203,false,-1.0,dlg 909: ,
169914,171054,false,-1.0,dlg 910: ,
326144,252590,false,-1.0,dlg 911: ,
339828,254871,false,-1.0,dlg 912: ,
395705,172195,false,-1.0,dlg 913: ,
162502,173335,false,-1.0,dlg 914: ,
169914,179606,false,-1.0,dlg 915: ,
297064,98642,false,-1.0,dlg 916: ,
169913,170484,false,-1.0,dlg 917: ,
175045,178467,false,-1.0,dlg 918: ,
165923,173335,false,-1.0,dlg 919: ,
167633,167634,false,-1.0,dlg 920: ,
174475,181318,false,-1.0,dlg 921: ,
185308,165923,false,-1.0,dlg 922: ,
168204,168773,false,-1.0,dlg 923: ,
398557,315310,false,-1.0,dlg 924: ,
335267,173905,false,-1.0,dlg 925: ,
162501,172765,false,-1.0,dlg 926: ,
165922,174475,false,-1.0,dlg 927: ,
181888,183598,false,-1.0,dlg 928: ,
268555,189300,false,-1.0,dlg 929: ,
182458,164782,false,-1.0,dlg 930: ,
171624,185308,false,-1.0,dlg 931: ,
167063,182458,false,-1.0,dlg 932: ,
2414715,107764,false,-1.0,dlg 933: ,
459565,822201,false,-1.0,dlg 934: ,
168204,177326,false,-1.0,dlg 935: ,
237765,182458,false,-1.0,dlg 936: ,
506320,396846,false,-1.0,dlg 937: ,
212107,104913,false,-1.0,dlg 938: ,
297635,237766,false,-1.0,dlg 939: ,
166493,173335,false,-1.0,dlg 940: ,
167063,169914,false,-1.0,dlg 941: ,
160791,167063,false,-1.0,dlg 942: ,
163072,161931,false,-1.0,dlg 943: ,
168773,172194,false,-1.0,dlg 944: ,
183598,167633,false,-1.0,dlg 945: ,
439039,409390,false,-1.0,dlg 946: ,
182458,180747,false,-1.0,dlg 947: ,
165352,176186,false,-1.0,dlg 948: ,
163642,176186,false,-1.0,dlg 949: ,
164212,177326,false,-1.0,dlg 950: ,
209827,199563,false,-1.0,dlg 951: ,
167063,152238,false,-1.0,dlg 952: ,
161361,168773,false,-1.0,dlg 953: ,
168773,177326,false,-1.0,dlg 954: ,
356363,168203,false,-1.0,dlg 955: ,
182457,543953,false,-1.0,dlg 956: ,
453864,3280249,false,-1.0,dlg 957: ,
453293,806805,false,-1.0,dlg 958: ,
174476,124870,false,-1.0,dlg 959: ,
303336,241187,false,-1.0,dlg 960: ,
163071,176186,false,-1.0,dlg 961: ,
167633,177896,false,-1.0,dlg 962: ,
171624,177326,false,-1.0,dlg 963: ,
262853,181318,false,-1.0,dlg 964: ,
1623875,843868,false,-1.0,dlg 965: ,
375749,177326,false,-1.0,dlg 966: ,
159080,173905,false,-1.0,dlg 967: ,
183028,191010,false,-1.0,dlg 968: ,
308467,251449,false,-1.0,dlg 969: ,
175616,183598,false,-1.0,dlg 970: ,
327283,271976,false,-1.0,dlg 971: ,
170484,294783,false,-1.0,dlg 972: ,
171054,177326,false,-1.0,dlg 973: ,
170484,181888,false,-1.0,dlg 974: ,
181887,178467,false,-1.0,dlg 975: ,
178466,179036,false,-1.0,dlg 976: ,
177896,177897,false,-1.0,dlg 977: ,
163071,171624,false,-1.0,dlg 978: ,
156229,172765,false,-1.0,dlg 979: ,
443601,922552,false,-1.0,dlg 980: ,
167633,177326,false,-1.0,dlg 981: ,
165923,173335,false,-1.0,dlg 982: ,
166493,733252,false,-1.0,dlg 983: ,
164783,100922,false,-1.0,dlg 984: ,
1522952,279388,false,-1.0,dlg 985: ,
166492,176186,false,-1.0,dlg 986: ,
163642,268555,false,-1.0,dlg 987: ,
159080,172195,false,-1.0,dlg 988: ,
177326,168774,false,-1.0,dlg 989: ,
163642,173335,false,-1.0,dlg 990: ,
244607,164782,false,-1.0,dlg 991: ,
167063,177896,false,-1.0,dlg 992: ,
167063,174476,false,-1.0,dlg 993: ,
189300,177326,false,-1.0,dlg 994: ,
372898,172765,false,-1.0,dlg 995: ,
416802,997817,false,-1.0,dlg 996: ,
378600,680796,false,-1.0,dlg 997: ,
594128,171054,false,-1.0,dlg 998: ,
464697,1045141,false,-1.0,dlg 999: ,
713296,1020053,false,-1.0,dlg 1000: ,
180177,243468,false,-1.0,dlg 1001: ,
163071,164212,false,-1.0,dlg 1002: ,
251450,201844,false,-1.0,dlg 1003: ,
166492,173905,false,-1.0,dlg 1004: ,
290792,233204,false,-1.0,dlg 1005: ,
158510,174476,false,-1.0,dlg 1006: ,
163642,184169,false,-1.0,dlg 1007: ,
165923,169344,false,-1.0,dlg 1008: ,
164783,175046,false,-1.0,dlg 1009: ,
157370,387722,false,-1.0,dlg 1010: ,
201844,208686,false,-1.0,dlg 1011: ,
223511,323293,false,-1.0,dlg 1012: ,
166493,176186,false,-1.0,dlg 1013: ,
427636,780577,false,-1.0,dlg 1014: ,
153949,168773,false,-1.0,dlg 1015: ,
155089,167063,false,-1.0,dlg 1016: ,
163072,171625,false,-1.0,dlg 1017: ,
362635,309038,false,-1.0,dlg 1018: ,
409960,175045,false,-1.0,dlg 1019: ,
318161,252590,false,-1.0,dlg 1020: ,
437899,867244,false,-1.0,dlg 1021: ,
489786,882639,false,-1.0,dlg 1022: ,
358644,99782,false,-1.0,dlg 1023: ,
654568,100352,false,-1.0,dlg 1024: ,
161361,171624,false,-1.0,dlg 1025: ,
174475,177896,false,-1.0,dlg 1026: ,
172194,294784,false,-1.0,dlg 1027: ,
301626,249740,false,-1.0,dlg 1028: ,
1703700,163642,false,-1.0,dlg 1029: ,
165922,171624,false,-1.0,dlg 1030: ,
157940,175046,false,-1.0,dlg 1031: ,
419653,870096,false,-1.0,dlg 1032: ,
346100,305617,false,-1.0,dlg 1033: ,
197852,175616,false,-1.0,dlg 1034: ,
165352,168773,false,-1.0,dlg 1035: ,
286231,237195,false,-1.0,dlg 1036: ,
350090,117457,false,-1.0,dlg 1037: ,
422504,738384,false,-1.0,dlg 1038: ,
994965,235485,false,-1.0,dlg 1039: ,
178466,180748,false,-1.0,dlg 1040: ,
153379,266845,false,-1.0,dlg 1041: ,
411670,596979,false,-1.0,dlg 1042: ,
397986,722419,false,-1.0,dlg 1043: ,
163071,222370,false,-1.0,dlg 1044: ,
493207,687638,false,-1.0,dlg 1045: ,
580444,453294,false,-1.0,dlg 1046: ,
165923,181888,false,-1.0,dlg 1047: ,
299345,167633,false,-1.0,dlg 1048: ,
164212,173905,false,-1.0,dlg 1049: ,
176186,201844,false,-1.0,dlg 1050: ,
165352,178467,false,-1.0,dlg 1051: ,
165352,170484,false,-1.0,dlg 1052: ,
161931,173905,false,-1.0,dlg 1053: ,
175046,171054,false,-1.0,dlg 1054: ,
161931,171624,false,-1.0,dlg 1055: ,
176186,177326,false,-1.0,dlg 1056: ,
164212,168204,false,-1.0,dlg 1057: ,
165922,171055,false,-1.0,dlg 1058: ,
423645,724699,false,-1.0,dlg 1059: ,
389433,741805,false,-1.0,dlg 1060: ,
378600,846718,false,-1.0,dlg 1061: ,
366056,279958,false,-1.0,dlg 1062: ,
175045,175615,false,-1.0,dlg 1063: ,
301056,240046,false,-1.0,dlg 1064: ,
162501,96931,false,-1.0,dlg 1065: ,
376319,101492,false,-1.0,dlg 1066: ,
159651,171624,false,-1.0,dlg 1067: ,
301055,100922,false,-1.0,dlg 1068: ,
158510,171624,false,-1.0,dlg 1069: ,
165922,172195,false,-1.0,dlg 1070: ,
163072,173335,false,-1.0,dlg 1071: ,
164212,169344,false,-1.0,dlg 1072: ,
167633,194431,false,-1.0,dlg 1073: ,
213248,173334,false,-1.0,dlg 1074: ,
295924,1024614,false,-1.0,dlg 1075: ,
309608,94650,false,-1.0,dlg 1076: ,
163072,102062,false,-1.0,dlg 1077: ,
189870,177896,false,-1.0,dlg 1078: ,
484654,102632,false,-1.0,dlg 1079: ,
408249,811367,false,-1.0,dlg 1080: ,
285090,176756,false,-1.0,dlg 1081: ,
179606,172194,false,-1.0,dlg 1082: ,
162501,184169,false,-1.0,dlg 1083: ,
164782,173335,false,-1.0,dlg 1084: ,
156800,168204,false,-1.0,dlg 1085: ,
161931,162502,false,-1.0,dlg 1086: ,
160791,170485,false,-1.0,dlg 1087: ,
173335,173905,false,-1.0,dlg 1088: ,
164212,168774,false,-1.0,dlg 1089: ,
160221,639172,false,-1.0,dlg 1090: ,
499478,4539778,false,-1.0,dlg 1091: ,
170484,558206,false,-1.0,dlg 1092: ,
104343,153378,false,-1.0,dlg 1093: ,
110615,126010,false,-1.0,dlg 1094: ,
183599,569041,false,-1.0,dlg 1095: ,
195572,1095887,false,-1.0,dlg 1096: ,
179607,315310,false,-1.0,dlg 1097: ,
199563,238336,false,-1.0,dlg 1098: ,
189871,289652,false,-1.0,dlg 1099: ,
311889,164212,false,-1.0,dlg 1100: ,
111756,145967,false,-1.0,dlg 1101: ,
111755,189300,false,-1.0,dlg 1102: ,
165353,664260,false,-1.0,dlg 1103: ,
121448,137414,false,-1.0,dlg 1104: ,
116887,133423,false,-1.0,dlg 1105: ,
162501,161361,false,-1.0,dlg 1106: ,
172195,820490,false,-1.0,dlg 1107: ,
165923,611233,false,-1.0,dlg 1108: ,
113466,128290,false,-1.0,dlg 1109: ,
252020,139124,false,-1.0,dlg 1110: ,
105483,128861,false,-1.0,dlg 1111: ,
131142,236625,false,-1.0,dlg 1112: ,
193862,129431,false,-1.0,dlg 1113: ,
123159,326144,false,-1.0,dlg 1114: ,
161931,586146,false,-1.0,dlg 1115: ,
207546,559347,false,-1.0,dlg 1116: ,
208686,1030316,false,-1.0,dlg 1117: ,
161932,761761,false,-1.0,dlg 1118: ,
114036,135133,false,-1.0,dlg 1119: ,
164212,164212,false,-1.0,dlg 1120: ,
103773,118028,false,-1.0,dlg 1121: ,
181888,164782,false,-1.0,dlg 1122: ,
114606,131711,false,-1.0,dlg 1123: ,
163642,631760,false,-1.0,dlg 1124: ,
163642,32114287,false,-1.0,dlg 1125: ,
137984,174475,false,-1.0,dlg 1126: ,
211537,121449,false,-1.0,dlg 1127: ,
111756,220660,false,-1.0,dlg 1128: ,
108334,1599357,false,-1.0,dlg 1129: ,
116317,124299,false,-1.0,dlg 1130: ,
113466,127150,false,-1.0,dlg 1131: ,
107764,127721,false,-1.0,dlg 1132: ,
106624,126010,false,-1.0,dlg 1133: ,
411100,93509,false,-1.0,dlg 1134: ,
173334,164212,false,-1.0,dlg 1135: ,
114607,129431,false,-1.0,dlg 1136: ,
111185,126580,false,-1.0,dlg 1137: ,
111186,123729,false,-1.0,dlg 1138: ,
168203,590137,false,-1.0,dlg 1139: ,
118028,230923,false,-1.0,dlg 1140: ,
108334,123159,false,-1.0,dlg 1141: ,
168773,673383,false,-1.0,dlg 1142: ,
107194,124299,false,-1.0,dlg 1143: ,
184738,168203,false,-1.0,dlg 1144: ,
193861,164212,false,-1.0,dlg 1145: ,
114036,126010,false,-1.0,dlg 1146: ,
206405,99212,false,-1.0,dlg 1147: ,
108335,124299,false,-1.0,dlg 1148: ,
109475,177896,false,-1.0,dlg 1149: ,
108905,124300,false,-1.0,dlg 1150: ,
169914,185309,false,-1.0,dlg 1151: ,
119738,120879,false,-1.0,dlg 1152: ,
108904,124299,false,-1.0,dlg 1153: ,
167063,191010,false,-1.0,dlg 1154: ,
311889,139124,false,-1.0,dlg 1155: ,
163072,129431,false,-1.0,dlg 1156: ,
109475,121449,false,-1.0,dlg 1157: ,
106054,106053,false,-1.0,dlg 1158: ,
183028,607813,false,-1.0,dlg 1159: ,
168774,696760,false,-1.0,dlg 1160: ,
105484,119738,false,-1.0,dlg 1161: ,
163072,159080,false,-1.0,dlg 1162: ,
107194,139124,false,-1.0,dlg 1163: ,
119738,124300,false,-1.0,dlg 1164: ,
120878,123159,false,-1.0,dlg 1165: ,
110045,130001,false,-1.0,dlg 1166: ,
230353,97501,false,-1.0,dlg 1167: ,
177897,350661,false,-1.0,dlg 1168: ,
277108,197853,false,-1.0,dlg 1169: ,
104913,123730,false,-1.0,dlg 1170: ,
107764,102062,false,-1.0,dlg 1171: ,
134563,120878,false,-1.0,dlg 1172: ,
170484,669963,false,-1.0,dlg 1173: ,
121449,126580,false,-1.0,dlg 1174: ,
167633,161361,false,-1.0,dlg 1175: ,
164212,90088,false,-1.0,dlg 1176: ,
175045,168204,false,-1.0,dlg 1177: ,
170484,142545,false,-1.0,dlg 1178: ,
139694,144826,false,-1.0,dlg 1179: ,
221800,132852,false,-1.0,dlg 1180: ,
193292,136273,false,-1.0,dlg 1181: ,
165922,130571,false,-1.0,dlg 1182: ,
110045,196712,false,-1.0,dlg 1183: ,
113466,134562,false,-1.0,dlg 1184: ,
108334,126580,false,-1.0,dlg 1185: ,
112896,136843,false,-1.0,dlg 1186: ,
173335,745226,false,-1.0,dlg 1187: ,
168204,635182,false,-1.0,dlg 1188: ,
101492,117457,false,-1.0,dlg 1189: ,
164212,582154,false,-1.0,dlg 1190: ,
200134,173335,false,-1.0,dlg 1191: ,
110045,130571,false,-1.0,dlg 1192: ,
104914,131712,false,-1.0,dlg 1193: ,
190440,436188,false,-1.0,dlg 1194: ,
109475,133992,false,-1.0,dlg 1195: ,
111756,148817,false,-1.0,dlg 1196: ,
108904,169914,false,-1.0,dlg 1197: ,
198423,120308,false,-1.0,dlg 1198: ,
164212,355792,false,-1.0,dlg 1199: ,
109475,127151,false,-1.0,dlg 1200: ,
147677,141975,false,-1.0,dlg 1201: ,
99212,121448,false,-1.0,dlg 1202: ,
279389,720709,false,-1.0,dlg 1203: ,
112325,148247,false,-1.0,dlg 1204: ,
163642,910578,false,-1.0,dlg 1205: ,
344389,122588,false,-1.0,dlg 1206: ,
111185,135703,false,-1.0,dlg 1207: ,
113466,133992,false,-1.0,dlg 1208: ,
157369,153949,false,-1.0,dlg 1209: ,
160791,225221,false,-1.0,dlg 1210: ,
182458,287941,false,-1.0,dlg 1211: ,
176756,266844,false,-1.0,dlg 1212: ,
107764,133993,false,-1.0,dlg 1213: ,
134563,123159,false,-1.0,dlg 1214: ,
108904,193291,false,-1.0,dlg 1215: ,
160791,585575,false,-1.0,dlg 1216: ,
106624,125439,false,-1.0,dlg 1217: ,
110045,182458,false,-1.0,dlg 1218: ,
111755,180747,false,-1.0,dlg 1219: ,
109474,141405,false,-1.0,dlg 1220: ,
197282,126580,false,-1.0,dlg 1221: ,
163072,163641,false,-1.0,dlg 1222: ,
106624,120309,false,-1.0,dlg 1223: ,
224081,137413,false,-1.0,dlg 1224: ,
418512,181888,false,-1.0,dlg 1225: ,
160791,167063,false,-1.0,dlg 1226: ,
176186,125439,false,-1.0,dlg 1227: ,
187020,164783,false,-1.0,dlg 1228: ,
165352,417373,false,-1.0,dlg 1229: ,
111755,127150,false,-1.0,dlg 1230: ,
124299,127150,false,-1.0,dlg 1231: ,
159081,585005,false,-1.0,dlg 1232: ,
109475,121448,false,-1.0,dlg 1233: ,
111185,184168,false,-1.0,dlg 1234: ,
117457,132282,false,-1.0,dlg 1235: ,
132852,141975,false,-1.0,dlg 1236: ,
159080,164782,false,-1.0,dlg 1237: ,
160791,164212,false,-1.0,dlg 1238: ,
118597,128860,false,-1.0,dlg 1239: ,
152808,133422,false,-1.0,dlg 1240: ,
201844,128860,false,-1.0,dlg 1241: ,
110045,123159,false,-1.0,dlg 1242: ,
108334,118598,false,-1.0,dlg 1243: ,
