Tiempo de autenticación,Tiempo de actualización,Perdida,Uso de CPU,Numero thread
707024,1281196,false,-1.0,215,
700182,986983,false,-1.0,216,
3597270,3027660,false,-1.0,217,
842727,1216765,false,-1.0,218,
672813,767464,false,-1.0,219,
416232,120308,false,-1.0,220,
462987,123730,false,-1.0,221,
546803,257721,false,-1.0,222,
257151,120879,false,-1.0,223,
707024,1361592,false,-1.0,224,
689349,12797706,false,-1.0,225,
636892,762331,false,-1.0,226,
690489,593558,false,-1.0,227,
785709,247459,false,-1.0,228,
428775,122018,false,-1.0,229,
291363,122019,false,-1.0,230,
786849,1571418,false,-1.0,231,
663120,1008080,false,-1.0,232,
2483707,2074317,false,-1.0,233,
635182,864964,false,-1.0,234,
3390295,863824,false,-1.0,235,
687638,33436536,false,-1.0,236,
695620,874087,false,-1.0,237,
636892,3194152,false,-1.0,238,
249169,161931,false,-1.0,239,
574172,797113,false,-1.0,240,
926544,947070,false,-1.0,241,
821630,1210493,false,-1.0,242,
738954,1171722,false,-1.0,243,
1794929,506320,false,-1.0,244,
314739,250879,false,-1.0,245,
2981475,950491,false,-1.0,246,
246889,163072,false,-1.0,247,
673954,1552031,false,-1.0,248,
644304,8033275,false,-1.0,249,
225222,155659,false,-1.0,250,
633470,870666,false,-1.0,251,
618646,348380,false,-1.0,252,
669392,868955,false,-1.0,253,
655708,955623,false,-1.0,254,
1399223,2024711,false,-1.0,255,
1179134,586146,false,-1.0,256,
596409,742946,false,-1.0,257,
3788280,908297,false,-1.0,258,
644874,821630,false,-1.0,259,
1204792,669392,false,-1.0,260,
721849,1081633,false,-1.0,261,
694480,932815,false,-1.0,263,
615225,1004659,false,-1.0,262,
830753,894613,false,-1.0,265,
1934623,986983,false,-1.0,264,
655708,923123,false,-1.0,267,
680796,979571,false,-1.0,266,
699612,990404,false,-1.0,269,
5480577,2362259,false,-1.0,268,
734963,989263,false,-1.0,272,
685927,955623,false,-1.0,271,
596979,863253,false,-1.0,270,
508601,12100944,false,-1.0,273,
630620,11258788,false,-1.0,274,
231494,163642,false,-1.0,275,
942508,1987649,false,-1.0,276,
846149,10449131,false,-1.0,277,
689919,907158,false,-1.0,278,
220660,168203,false,-1.0,279,
555926,1022334,false,-1.0,280,
604391,998957,false,-1.0,281,
617505,836455,false,-1.0,282,
617505,1040580,false,-1.0,283,
251449,376889,false,-1.0,284,
588427,3812228,false,-1.0,285,
221801,159650,false,-1.0,286,
226362,162502,false,-1.0,287,
225222,156230,false,-1.0,288,
229213,1517821,false,-1.0,289,
18044508,659699,false,-1.0,290,
1369574,247458,false,-1.0,291,
838736,246318,false,-1.0,292,
419653,177896,false,-1.0,293,
509172,2828096,false,-1.0,294,
227502,165922,false,-1.0,295,
227503,704173,false,-1.0,296,
635752,4706841,false,-1.0,297,
607242,975579,false,-1.0,298,
220660,153949,false,-1.0,299,
312459,628339,false,-1.0,300,
220660,159651,false,-1.0,301,
326143,95220,false,-1.0,302,
592418,10011233,false,-1.0,303,
218380,158510,false,-1.0,304,
502329,8688414,false,-1.0,305,
789700,1377556,false,-1.0,306,
526847,807946,false,-1.0,307,
603821,3118888,false,-1.0,308,
577593,1550891,false,-1.0,309,
584435,465838,false,-1.0,310,
683647,838736,false,-1.0,311,
232063,162502,false,-1.0,312,
214388,156799,false,-1.0,313,
262283,161361,false,-1.0,314,
535400,852990,false,-1.0,315,
610093,798253,false,-1.0,316,
651717,1539488,false,-1.0,317,
514873,354653,false,-1.0,318,
224652,732112,false,-1.0,319,
838736,912289,false,-1.0,320,
522286,872376,false,-1.0,321,
490925,977290,false,-1.0,322,
793691,762901,false,-1.0,323,
550224,847859,false,-1.0,324,
467548,715006,false,-1.0,325,
569041,795972,false,-1.0,326,
2359978,821060,false,-1.0,327,
206406,160791,false,-1.0,328,
198423,172764,false,-1.0,329,
272546,177326,false,-1.0,330,
258291,156800,false,-1.0,331,
532548,652286,false,-1.0,332,
273116,158510,false,-1.0,333,
521715,802244,false,-1.0,334,
212107,168203,false,-1.0,335,
736104,5236539,false,-1.0,336,
229783,161361,false,-1.0,337,
47778291,949921,false,-1.0,338,
209256,162502,false,-1.0,339,
4637279,2988887,false,-1.0,340,
417943,1355890,false,-1.0,341,
216099,152238,false,-1.0,342,
519434,338687,false,-1.0,343,
9585308,815358,false,-1.0,344,
574742,14350307,false,-1.0,345,
599831,937947,false,-1.0,346,
555356,948780,false,-1.0,347,
888341,890622,false,-1.0,348,
672243,38566452,false,-1.0,349,
688208,914570,false,-1.0,350,
3145117,981281,false,-1.0,351,
806806,949921,false,-1.0,352,
535970,924263,false,-1.0,353,
383732,632331,false,-1.0,354,
200133,155659,false,-1.0,355,
551365,744086,false,-1.0,356,
213248,155660,false,-1.0,357,
521716,769744,false,-1.0,358,
798253,5491410,false,-1.0,359,
510312,1170011,false,-1.0,360,
798823,920272,false,-1.0,361,
629479,702463,false,-1.0,362,
209256,166493,false,-1.0,363,
195572,158510,false,-1.0,364,
553645,5535314,false,-1.0,365,
588427,761762,false,-1.0,366,
586146,770314,false,-1.0,367,
219520,162502,false,-1.0,368,
538251,1089045,false,-1.0,369,
869526,3138845,false,-1.0,370,
573601,1182555,false,-1.0,371,
600400,312459,false,-1.0,372,
544522,3679946,false,-1.0,373,
3232925,341538,false,-1.0,374,
634041,854131,false,-1.0,375,
1918088,1272644,false,-1.0,376,
585005,592988,false,-1.0,377,
525706,823911,false,-1.0,378,
661980,1463654,false,-1.0,379,
570751,825622,false,-1.0,380,
4591095,821060,false,-1.0,381,
602681,962465,false,-1.0,382,
2211731,899745,false,-1.0,383,
871236,1796639,false,-1.0,384,
549084,821631,false,-1.0,385,
453293,746937,false,-1.0,386,
641453,1131809,false,-1.0,387,
799964,7103881,false,-1.0,388,
631190,968167,false,-1.0,389,
518294,310748,false,-1.0,390,
1317118,155089,false,-1.0,391,
402547,226932,false,-1.0,392,
495487,279959,false,-1.0,393,
213817,156799,false,-1.0,394,
655708,885491,false,-1.0,395,
449872,240617,false,-1.0,396,
554215,827903,false,-1.0,397,
598120,883210,false,-1.0,398,
206975,158511,false,-1.0,400,
389434,11535326,false,-1.0,399,
203554,148247,false,-1.0,401,
199563,159650,false,-1.0,402,
275397,162501,false,-1.0,403,
193861,153949,false,-1.0,404,
200703,152238,false,-1.0,405,
217809,155089,false,-1.0,406,
205836,160791,false,-1.0,407,
212107,149958,false,-1.0,408,
201274,158510,false,-1.0,409,
205265,157370,false,-1.0,410,
1400364,90659,false,-1.0,411,
433908,153379,false,-1.0,412,
501759,238336,false,-1.0,413,
416802,434478,false,-1.0,414,
573602,212107,false,-1.0,415,
507461,7410068,false,-1.0,416,
421934,184168,false,-1.0,417,
216669,141975,false,-1.0,418,
489785,579303,false,-1.0,419,
262283,141975,false,-1.0,420,
501189,631190,false,-1.0,421,
477241,383732,false,-1.0,422,
196712,827332,false,-1.0,423,
371758,150528,false,-1.0,424,
342678,143115,false,-1.0,425,
564479,773165,false,-1.0,426,
382021,170484,false,-1.0,427,
385442,154519,false,-1.0,428,
200703,149957,false,-1.0,429,
197853,148818,false,-1.0,430,
192151,145396,false,-1.0,431,
236625,150528,false,-1.0,432,
462417,737244,false,-1.0,433,
453294,229783,false,-1.0,435,
623777,254871,false,-1.0,434,
210396,139694,false,-1.0,436,
199563,148247,false,-1.0,437,
614654,155659,false,-1.0,438,
201273,153949,false,-1.0,439,
199563,151668,false,-1.0,440,
200703,153379,false,-1.0,441,
221230,157940,false,-1.0,442,
201844,141404,false,-1.0,443,
407109,165923,false,-1.0,444,
207546,166493,false,-1.0,445,
505180,395135,false,-1.0,446,
343819,153379,false,-1.0,447,
643163,862683,false,-1.0,448,
479522,238906,false,-1.0,449,
454434,217239,false,-1.0,450,
438469,216099,false,-1.0,451,
459565,252020,false,-1.0,452,
446452,216099,false,-1.0,453,
635181,236055,false,-1.0,454,
196142,131712,false,-1.0,455,
214958,149957,false,-1.0,456,
197853,164783,false,-1.0,457,
200134,147106,false,-1.0,458,
203555,147677,false,-1.0,459,
188160,140264,false,-1.0,460,
197282,152808,false,-1.0,461,
425355,233774,false,-1.0,462,
451013,227502,false,-1.0,463,
407679,219520,false,-1.0,464,
399697,234344,false,-1.0,465,
386012,155659,false,-1.0,466,
227502,143685,false,-1.0,467,
198423,145396,false,-1.0,468,
206976,84957,false,-1.0,469,
190440,149387,false,-1.0,470,
513732,601540,false,-1.0,471,
326714,153378,false,-1.0,472,
220659,179606,false,-1.0,473,
573032,800534,false,-1.0,474,
278819,150528,false,-1.0,475,
199563,175045,false,-1.0,476,
192722,153948,false,-1.0,477,
196142,141975,false,-1.0,478,
197853,148247,false,-1.0,479,
201844,160791,false,-1.0,480,
223511,100922,false,-1.0,481,
201274,165923,false,-1.0,482,
199563,155089,false,-1.0,483,
219519,143685,false,-1.0,484,
2911342,274827,false,-1.0,485,
208686,148246,false,-1.0,486,
534259,148817,false,-1.0,487,
417372,183028,false,-1.0,488,
1763569,896894,false,-1.0,489,
204695,191011,false,-1.0,490,
200133,151098,false,-1.0,491,
192151,142546,false,-1.0,492,
198993,152238,false,-1.0,493,
554216,803384,false,-1.0,494,
187589,152239,false,-1.0,495,
196142,151668,false,-1.0,496,
531408,839306,false,-1.0,497,
204695,153948,false,-1.0,498,
456144,256581,false,-1.0,499,
411671,219520,false,-1.0,500,
195572,157940,false,-1.0,501,
193291,149958,false,-1.0,502,
204695,153949,false,-1.0,503,
2088002,578733,false,-1.0,504,
650006,840447,false,-1.0,505,
252590,144256,false,-1.0,506,
302766,627199,false,-1.0,507,
197283,137414,false,-1.0,508,
202984,154519,false,-1.0,509,
443030,263994,false,-1.0,510,
383161,169343,false,-1.0,511,
204694,331275,false,-1.0,512,
198993,155089,false,-1.0,513,
192151,154519,false,-1.0,514,
439039,399126,false,-1.0,515,
197282,150528,false,-1.0,516,
195001,85527,false,-1.0,517,
543382,241757,false,-1.0,518,
390574,274257,false,-1.0,519,
386013,167063,false,-1.0,520,
207546,151098,false,-1.0,521,
557637,732112,false,-1.0,522,
434478,689348,false,-1.0,523,
205835,176186,false,-1.0,524,
452153,708164,false,-1.0,525,
424785,218949,false,-1.0,526,
257722,723559,false,-1.0,527,
186449,139694,false,-1.0,528,
232063,154519,false,-1.0,529,
202414,151668,false,-1.0,530,
204694,147677,false,-1.0,531,
210397,150527,false,-1.0,532,
199563,149957,false,-1.0,533,
208686,151098,false,-1.0,534,
190440,144825,false,-1.0,535,
198423,153949,false,-1.0,536,
405969,910008,false,-1.0,537,
453293,273687,false,-1.0,538,
441890,230924,false,-1.0,539,
210396,148817,false,-1.0,540,
200704,140834,false,-1.0,541,
216668,143115,false,-1.0,542,
197853,153949,false,-1.0,543,
190440,135133,false,-1.0,544,
225222,850710,false,-1.0,545,
195572,149958,false,-1.0,546,
495487,292503,false,-1.0,547,
196713,154519,false,-1.0,548,
281100,200134,false,-1.0,549,
192721,148247,false,-1.0,550,
201274,79826,false,-1.0,551,
195572,144825,false,-1.0,552,
387152,160791,false,-1.0,553,
195572,149957,false,-1.0,554,
192721,161361,false,-1.0,555,
192721,140264,false,-1.0,556,
190440,348951,false,-1.0,557,
205835,152808,false,-1.0,558,
218379,900885,false,-1.0,559,
204695,143685,false,-1.0,560,
668822,2387916,false,-1.0,561,
670532,1057115,false,-1.0,562,
191011,151098,false,-1.0,563,
237195,140834,false,-1.0,564,
254301,183028,false,-1.0,565,
376320,159080,false,-1.0,566,
201844,151668,false,-1.0,567,
534829,532549,false,-1.0,568,
254871,158510,false,-1.0,569,
192721,147107,false,-1.0,570,
508031,246318,false,-1.0,571,
198993,164213,false,-1.0,572,
548514,778297,false,-1.0,573,
193861,151097,false,-1.0,574,
191010,715577,false,-1.0,575,
188730,148247,false,-1.0,576,
195572,150528,false,-1.0,577,
562198,784568,false,-1.0,578,
184739,145396,false,-1.0,579,
193862,145966,false,-1.0,580,
193861,198993,false,-1.0,581,
193291,152238,false,-1.0,582,
191580,148247,false,-1.0,583,
191581,151098,false,-1.0,584,
2773359,751498,false,-1.0,585,
441890,578733,false,-1.0,586,
466978,376319,false,-1.0,587,
580444,766893,false,-1.0,588,
266275,696191,false,-1.0,589,
191010,145396,false,-1.0,590,
480662,284520,false,-1.0,591,
195002,145396,false,-1.0,592,
186449,148247,false,-1.0,593,
532548,545662,false,-1.0,594,
210397,150527,false,-1.0,595,
174475,147107,false,-1.0,596,
180747,146537,false,-1.0,597,
615225,891763,false,-1.0,598,
758910,790271,false,-1.0,599,
188730,148247,false,-1.0,600,
386013,164212,false,-1.0,601,
210967,600401,false,-1.0,602,
891193,861543,false,-1.0,603,
205265,154519,false,-1.0,604,
200133,156229,false,-1.0,605,
191581,145966,false,-1.0,606,
190441,144826,false,-1.0,607,
230353,149957,false,-1.0,608,
523426,155659,false,-1.0,609,
195572,151668,false,-1.0,610,
193861,147107,false,-1.0,611,
455575,236055,false,-1.0,612,
188730,145966,false,-1.0,613,
205835,187019,false,-1.0,614,
435618,715006,false,-1.0,615,
1756156,1817166,false,-1.0,616,
195002,133992,false,-1.0,617,
195001,150528,false,-1.0,618,
185308,515444,false,-1.0,619,
690488,780577,false,-1.0,620,
591848,845578,false,-1.0,621,
194432,147677,false,-1.0,622,
211537,144256,false,-1.0,623,
201274,142545,false,-1.0,624,
196712,148247,false,-1.0,625,
217239,156230,false,-1.0,626,
213818,150528,false,-1.0,627,
206976,150528,false,-1.0,628,
563908,223511,false,-1.0,629,
395706,341538,false,-1.0,630,
201844,162501,false,-1.0,631,
188160,806805,false,-1.0,632,
202984,151668,false,-1.0,633,
210967,154519,false,-1.0,634,
195572,150527,false,-1.0,635,
246888,139695,false,-1.0,636,
408819,160220,false,-1.0,637,
240616,158510,false,-1.0,638,
200133,145396,false,-1.0,639,
208686,149387,false,-1.0,640,
198993,145396,false,-1.0,641,
198993,119738,false,-1.0,642,
561628,626058,false,-1.0,643,
202984,83246,false,-1.0,644,
201844,153949,false,-1.0,645,
192721,149387,false,-1.0,646,
194432,157940,false,-1.0,647,
202414,155090,false,-1.0,648,
596409,799963,false,-1.0,649,
196712,171624,false,-1.0,650,
209256,147106,false,-1.0,651,
574742,754349,false,-1.0,652,
205265,149957,false,-1.0,653,
417373,1526944,false,-1.0,654,
230353,139124,false,-1.0,655,
203554,144826,false,-1.0,656,
228642,175045,false,-1.0,657,
205835,78685,false,-1.0,658,
407679,185309,false,-1.0,659,
200133,138554,false,-1.0,660,
195001,618076,false,-1.0,661,
196142,142546,false,-1.0,662,
728120,229782,false,-1.0,663,
580444,817639,false,-1.0,664,
202414,144255,false,-1.0,665,
200703,143116,false,-1.0,666,
202984,148247,false,-1.0,667,
545093,256011,false,-1.0,668,
208116,153378,false,-1.0,669,
380881,166493,false,-1.0,670,
565619,822201,false,-1.0,671,
197282,150528,false,-1.0,672,
1429443,785139,false,-1.0,673,
204695,148817,false,-1.0,674,
198423,147677,false,-1.0,675,
193291,149387,false,-1.0,676,
2411294,685928,false,-1.0,677,
424214,650576,false,-1.0,678,
191011,144255,false,-1.0,679,
192722,136843,false,-1.0,680,
452724,804525,false,-1.0,681,
198423,148817,false,-1.0,682,
210397,153949,false,-1.0,683,
455575,707594,false,-1.0,684,
230923,171625,false,-1.0,685,
529698,163072,false,-1.0,686,
201274,148817,false,-1.0,687,
195572,145396,false,-1.0,688,
200704,152809,false,-1.0,689,
208686,149957,false,-1.0,690,
199563,664831,false,-1.0,691,
189300,146536,false,-1.0,692,
194431,149388,false,-1.0,695,
917991,727550,false,-1.0,694,
198993,158511,false,-1.0,693,
577023,301626,false,-1.0,696,
196712,147677,false,-1.0,697,
201274,149388,false,-1.0,698,
195572,142545,false,-1.0,699,
321012,481802,false,-1.0,700,
650006,3234636,false,-1.0,701,
202984,148817,false,-1.0,702,
193291,156800,false,-1.0,703,
214388,153379,false,-1.0,704,
412241,432197,false,-1.0,705,
401407,235484,false,-1.0,706,
720708,202984,false,-1.0,707,
378600,210967,false,-1.0,708,
382591,206976,false,-1.0,709,
192721,146536,false,-1.0,710,
309608,584435,false,-1.0,711,
195002,152808,false,-1.0,712,
485794,776016,false,-1.0,713,
366626,180747,false,-1.0,714,
179607,151668,false,-1.0,715,
248599,153378,false,-1.0,716,
187589,143115,false,-1.0,717,
230924,153949,false,-1.0,718,
539961,1292029,false,-1.0,719,
236625,144826,false,-1.0,720,
274257,357503,false,-1.0,721,
181317,79825,false,-1.0,722,
198993,473821,false,-1.0,723,
518865,301056,false,-1.0,724,
522285,236625,false,-1.0,725,
386583,267415,false,-1.0,726,
217810,661410,false,-1.0,727,
193861,143115,false,-1.0,729,
742945,173335,false,-1.0,728,
185879,144826,false,-1.0,730,
428776,220089,false,-1.0,731,
191581,148246,false,-1.0,732,
194432,142545,false,-1.0,733,
196143,144256,false,-1.0,734,
195572,148817,false,-1.0,735,
231493,160221,false,-1.0,736,
196712,661410,false,-1.0,737,
558207,204694,false,-1.0,738,
290792,600401,false,-1.0,739,
744656,831893,false,-1.0,740,
471539,309038,false,-1.0,741,
688208,161931,false,-1.0,743,
549654,157370,false,-1.0,742,
180177,163072,false,-1.0,744,
187020,144825,false,-1.0,745,
194431,698471,false,-1.0,746,
189300,145396,false,-1.0,747,
189300,185879,false,-1.0,748,
198423,155660,false,-1.0,749,
489215,148247,false,-1.0,750,
191581,140835,false,-1.0,751,
383162,311319,false,-1.0,752,
541102,520575,false,-1.0,753,
539391,352942,false,-1.0,754,
385442,146537,false,-1.0,755,
622637,644874,false,-1.0,756,
285661,385442,false,-1.0,757,
582724,985842,false,-1.0,758,
433337,226932,false,-1.0,759,
334126,175615,false,-1.0,760,
206406,148247,false,-1.0,761,
433908,314740,false,-1.0,762,
202414,151098,false,-1.0,763,
298775,707594,false,-1.0,764,
203555,142545,false,-1.0,765,
493206,229212,false,-1.0,766,
368907,159651,false,-1.0,767,
379170,152809,false,-1.0,768,
203554,136844,false,-1.0,769,
186449,142546,false,-1.0,770,
217239,144255,false,-1.0,771,
198994,1879315,false,-1.0,772,
197283,146536,false,-1.0,773,
204695,134563,false,-1.0,774,
401408,155659,false,-1.0,775,
206976,76974,false,-1.0,776,
199563,135703,false,-1.0,777,
185879,139694,false,-1.0,778,
572462,780577,false,-1.0,779,
458996,232633,false,-1.0,780,
204695,148817,false,-1.0,781,
193861,133992,false,-1.0,782,
186449,80396,false,-1.0,783,
621497,78115,false,-1.0,784,
192150,144256,false,-1.0,785,
269695,598690,false,-1.0,786,
812508,741235,false,-1.0,787,
955053,223511,false,-1.0,788,
395135,200704,false,-1.0,789,
282239,135703,false,-1.0,790,
185878,139124,false,-1.0,791,
195001,140264,false,-1.0,792,
181887,350091,false,-1.0,793,
221231,143115,false,-1.0,794,
191010,148817,false,-1.0,795,
188159,147677,false,-1.0,796,
193862,148247,false,-1.0,797,
268555,389434,false,-1.0,798,
187590,146536,false,-1.0,799,
197853,148247,false,-1.0,800,
312459,726410,false,-1.0,801,
188730,139694,false,-1.0,802,
202414,151668,false,-1.0,803,
254871,295924,false,-1.0,804,
365486,128291,false,-1.0,805,
490355,142545,false,-1.0,806,
435618,220090,false,-1.0,807,
420793,175615,false,-1.0,808,
390573,188729,false,-1.0,809,
193862,159080,false,-1.0,810,
200134,144256,false,-1.0,811,
289652,392855,false,-1.0,812,
202414,398557,false,-1.0,813,
187020,144826,false,-1.0,814,
424785,2607436,false,-1.0,815,
220660,151097,false,-1.0,816,
194432,141975,false,-1.0,817,
187019,135703,false,-1.0,818,
410530,223511,false,-1.0,819,
460706,244037,false,-1.0,820,
221230,156800,false,-1.0,821,
212107,164783,false,-1.0,822,
325003,161361,false,-1.0,823,
179037,149387,false,-1.0,824,
187589,673383,false,-1.0,825,
648866,205265,false,-1.0,826,
254871,146536,false,-1.0,827,
177326,156230,false,-1.0,828,
286801,581014,false,-1.0,829,
288511,147107,false,-1.0,830,
203554,146537,false,-1.0,831,
549084,1711683,false,-1.0,832,
25240188,659129,false,-1.0,833,
196712,128861,false,-1.0,834,
391144,138553,false,-1.0,835,
293643,132282,false,-1.0,836,
182458,129431,false,-1.0,837,
176186,128290,false,-1.0,838,
472679,1026326,false,-1.0,839,
183028,183599,false,-1.0,840,
577023,770884,false,-1.0,841,
2035545,196713,false,-1.0,842,
355222,157370,false,-1.0,843,
460706,195572,false,-1.0,844,
196713,131141,false,-1.0,845,
192151,131141,false,-1.0,846,
193291,68992,false,-1.0,847,
424214,585005,false,-1.0,848,
194432,135133,false,-1.0,849,
193291,133422,false,-1.0,850,
524566,778297,false,-1.0,851,
180747,126010,false,-1.0,852,
290222,582154,false,-1.0,853,
579874,775445,false,-1.0,854,
158510,125439,false,-1.0,855,
179036,623207,false,-1.0,856,
